,Title,Price,Rating,Description,linkofproduct
178,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43X7400H (Black) (2020 Model),"₹ 49,990.00",,"Resolution: 4K Ultra HD (3840 x 2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Bass Reflex speakers | ClearAudio+ technology
Smart TV Features: Android TV | Voice Search | Google Play Store | Chromecast | Netflix | Amazon Prime Video | 4K HDR Gaming
Display: X1 | 4K X-Reality Pro | Motionflow XR | Design: Narrow Bezel | Slim Blade Stand | X Protection Pro
1 year comprehensive warranty by Sony from date of purchase
Installation: Brand will contact for installation for this product once delivered. Contact Sony for assistance @ 18001037799 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Sony-Bravia-inches-Android-43X7400H/dp/B08BJR9J8C/ref=sr_1_35?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-35
23,Vu 139cm (55inches) Cinema TV Action Series 4K Ultra HD LED Smart Android TV 55LX (Black) (2021 Model) I With 100 watt Front Soundbar,"₹ 48,999.00",,"Resolution: Ultra HD (3840x2160) | Refresh Rate: 60 hertz
Connectivity: 3 HDMI ports to connect set top box, Blue Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : Cinematic Soundbar | 100Watt Supersonic sound | Cinema-Grade 6-JBL speakers | DTS Virtual X Surround | Advanced Dolby Audio MS12 | 4-Master and 2-Tweeter speakers for directional sound | Sports Sound Mode
Smart TV Features : Official Android Pie 9.0 | Google play store | Google Eco-system (Movie, TV, Music, Games) | Google Games | Chromecast Built In | Parental Control | Bluetooth 5.0 | Dual Band WiFi | Titanium Grey finish | Fabric-clad Supersonic Soundbar | Edgy aesthetics | Bezel less design | 1.4GHz quad core processor | Powerful GPU | 16GB/ 2GB | Licensed Apps-YouTube, Netflix, Prime Video, Hotstar, Google Play Hotkeys on Remote Control | ARC and optical port to connect external sound system
Display : Pixelium Glass Technology | Enhanced 4K visuals and motion smoothing | Dolby Vision, HDR10, HLG | Active Contrast | MEMC | Gamma Calibration | Enhanced Viewing Angle | PC and Game Mode
Warranty Information: 3 year warranty provided by Vu from date of purchase
Installation/Wall mounting/Demo will be arranged by Amazon Home Services. For any other information, please contact VU support on 1800-228-455
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/55inches-Cinema-Android-55LX-Soundbar/dp/B08MM5HBBB/ref=sr_1_24?dchild=1&fst=as%3Aoff&qid=1619632909&rnid=1389396031&s=electronics&sr=1-24
301,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
253,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
61,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
229,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
325,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
85,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
109,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
349,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
181,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
37,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
277,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
157,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
205,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
133,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black) (2020 Model) | With JBL 6 Speaker System,"₹ 47,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz
Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote
Sound : 102 Watts Output | JBL 6 Speaker System | Dolby Atmos | (Multi Channel Surround Sound for best sound experience)
Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store
Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler| HDR10+, HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design
Warranty Information: 1 years comprehensive warranty provided by manufacturer from the date of purchase.
Installation & General Query: Installation/Wall mounting/demo will be arranged by Brand | Brand will contact for free installation. Contact Hisense for assistance @ 1800 266 1969
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_38?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-38
222,LG 126 cm (50 inches) 4K Ultra HD Smart LED TV 50UM7290PTD (Ceramic BK + Dark Steel Silver),"₹ 44,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Powerful Sound
Smart TV Features : ThinQ AI Smart TV | One touch access to Netflix and amazon prime | Miracast (screen sharing) | AI launcher
Display : Active HDR | HDR dynamic tone mapping | DTS virtual: X
Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support on 1800 180 9999/1800 315 9999 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/LG-inches-50UM7290PTD-Ceramic-Silver/dp/B084QZ9HK8/ref=sr_1_31?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-31
294,LG 126 cm (50 inches) 4K Ultra HD Smart LED TV 50UM7290PTD (Ceramic BK + Dark Steel Silver),"₹ 44,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Powerful Sound
Smart TV Features : ThinQ AI Smart TV | One touch access to Netflix and amazon prime | Miracast (screen sharing) | AI launcher
Display : Active HDR | HDR dynamic tone mapping | DTS virtual: X
Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support on 1800 180 9999/1800 315 9999 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/LG-inches-50UM7290PTD-Ceramic-Silver/dp/B084QZ9HK8/ref=sr_1_31?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-31
78,LG 126 cm (50 inches) 4K Ultra HD Smart LED TV 50UM7290PTD (Ceramic BK + Dark Steel Silver),"₹ 44,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Powerful Sound
Smart TV Features : ThinQ AI Smart TV | One touch access to Netflix and amazon prime | Miracast (screen sharing) | AI launcher
Display : Active HDR | HDR dynamic tone mapping | DTS virtual: X
Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support on 1800 180 9999/1800 315 9999 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/LG-inches-50UM7290PTD-Ceramic-Silver/dp/B084QZ9HK8/ref=sr_1_31?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-31
270,LG 126 cm (50 inches) 4K Ultra HD Smart LED TV 50UM7290PTD (Ceramic BK + Dark Steel Silver),"₹ 44,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Powerful Sound
Smart TV Features : ThinQ AI Smart TV | One touch access to Netflix and amazon prime | Miracast (screen sharing) | AI launcher
Display : Active HDR | HDR dynamic tone mapping | DTS virtual: X
Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support on 1800 180 9999/1800 315 9999 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/LG-inches-50UM7290PTD-Ceramic-Silver/dp/B084QZ9HK8/ref=sr_1_31?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-31
102,LG 126 cm (50 inches) 4K Ultra HD Smart LED TV 50UM7290PTD (Ceramic BK + Dark Steel Silver),"₹ 44,990.00",,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 50 hertz
Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices
Sound : 20 Watts Output | Powerful Sound
Smart TV Features : ThinQ AI Smart TV | One touch access to Netflix and amazon prime | Miracast (screen sharing) | AI launcher
Display : Active HDR | HDR dynamic tone mapping | DTS virtual: X
Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase
Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support on 1800 180 9999/1800 315 9999 and provide product's model name as well as seller's details mentioned on the invoice
Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided",https://www.amazon.in/LG-inches-50UM7290PTD-Ceramic-Silver/dp/B084QZ9HK8/ref=sr_1_31?dchild=1&fst=as%3Aoff&qid=1619634902&rnid=1389396031&s=electronics&sr=1-31
